ownername,car_no,dealername,ownercity,model,price_in_usd
David Williams,BMW4119,Hendrick Automotive,Houston,BMW 7 Series,36321.56
David Brown,BMW6536,Sonic Automotive,San Diego,BMW 7 Series,71357.41
Chris Johnson,BMW2737,Group 1 Automotive,Chicago,BMW X5,93495.99
Katie Williams,BMW6825,Penske Automotive,San Jose,BMW X3,87266.7
David Johnson,BMW2845,Sonic Automotive,Los Angeles,BMW 3 Series,58361.78
Emily Jones,BMW7430,CarMax,San Jose,BMW Z4,85646.25
Emily Wilson,BMW3556,CarMax,Phoenix,BMW X3,60585.03
David Davis,BMW5701,Group 1 Automotive,Phoenix,BMW X5,66776.71
Emily Taylor,BMW7706,Lithia Motors,Los Angeles,BMW X3,47604.16
Chris Smith,BMW8859,Hendrick Automotive,Los Angeles,BMW X7,72486.8
Laura Johnson,BMW6954,Sonic Automotive,San Jose,BMW 5 Series,95886.71
John Moore,BMW2416,Hendrick Automotive,Philadelphia,BMW X1,96770.64
Emily Taylor,BMW6449,AutoNation,Phoenix,BMW X1,89123.32
John Miller,BMW4409,Penske Automotive,Houston,BMW 5 Series,88194.26
Sarah Williams,BMW2049,Lithia Motors,Houston,BMW X3,82096.59
Emily Johnson,BMW4426,Sonic Automotive,San Jose,BMW X3,63181.43
Michael Jones,BMW8295,Lithia Motors,Dallas,BMW X5,39347.22
Chris Williams,BMW6921,Sonic Automotive,San Jose,BMW 3 Series,40420.13
Jane Miller,BMW2568,Lithia Motors,San Antonio,BMW 3 Series,41430.07
Chris Moore,BMW1571,Hendrick Automotive,Philadelphia,BMW X5,64569.02
David Taylor,BMW2395,Lithia Motors,San Jose,BMW 5 Series,53163.81
Jane Johnson,BMW6347,AutoNation,Dallas,BMW Z4,71183.37
Alex Brown,BMW3584,AutoNation,New York,BMW 5 Series,43656.2
Michael Smith,BMW4891,Sonic Automotive,Phoenix,BMW X7,79871.01
Chris Moore,BMW1721,AutoNation,Chicago,BMW X3,99894.65
David Davis,BMW6840,Penske Automotive,San Jose,BMW Z4,49734.02
Emily Smith,BMW4849,AutoNation,San Antonio,BMW X5,45831.11
Michael Jones,BMW9365,AutoNation,Phoenix,BMW X1,93686.58
Jane Brown,BMW1576,Hendrick Automotive,Chicago,BMW 5 Series,51334.16
Alex Davis,BMW8260,Hendrick Automotive,Philadelphia,BMW X3,50619.22
Katie Jones,BMW3188,Penske Automotive,New York,BMW 5 Series,39356.81
John Jones,BMW5417,Hendrick Automotive,San Jose,BMW X1,39126.56
Chris Wilson,BMW7021,CarMax,Houston,BMW X1,47187.38
Jane Moore,BMW5721,Lithia Motors,San Antonio,BMW Z4,78813.32
Michael Wilson,BMW3374,Lithia Motors,New York,BMW 3 Series,39972.78
Sarah Wilson,BMW5346,AutoNation,Dallas,BMW 5 Series,58528.74
Michael Taylor,BMW3841,Penske Automotive,Dallas,BMW Z4,78648.57
Emily Wilson,BMW3128,CarMax,New York,BMW X7,84859.23
Katie Moore,BMW3062,Sonic Automotive,Houston,BMW X5,62873.52
Jane Wilson,BMW8027,Sonic Automotive,San Antonio,BMW 7 Series,86270.32
John Miller,BMW8439,Sonic Automotive,Houston,BMW X7,72507.16
Alex Brown,BMW4716,Hendrick Automotive,Philadelphia,BMW 3 Series,61010.88
John Taylor,BMW4801,Lithia Motors,San Diego,BMW 3 Series,42068.42
Jane Davis,BMW7969,Penske Automotive,Chicago,BMW Z4,54298.78
David Miller,BMW4236,Hendrick Automotive,Chicago,BMW X5,50824.24
Jane Jones,BMW4378,Sonic Automotive,Philadelphia,BMW 3 Series,38409.81
Sarah Miller,BMW2352,AutoNation,Chicago,BMW 3 Series,57636.04
Alex Moore,BMW7158,Sonic Automotive,Dallas,BMW 3 Series,64534.26
David Wilson,BMW6390,CarMax,Los Angeles,BMW 3 Series,58473.89
Katie Johnson,BMW2274,AutoNation,New York,BMW X5,51117.44
Emily Wilson,BMW7604,Penske Automotive,Dallas,BMW 7 Series,63932.37
Katie Smith,BMW5751,Hendrick Automotive,Philadelphia,BMW X1,40428.94
Chris Smith,BMW3630,Lithia Motors,Los Angeles,BMW 3 Series,83962.2
Laura Wilson,BMW9809,Penske Automotive,San Diego,BMW 7 Series,36754.61
Laura Wilson,BMW9927,Hendrick Automotive,Chicago,BMW X3,96640.1
Michael Johnson,BMW4643,CarMax,Los Angeles,BMW 5 Series,92228.36
Katie Miller,BMW2192,CarMax,Philadelphia,BMW X1,56660.54
Emily Brown,BMW8186,Sonic Automotive,San Diego,BMW Z4,60495.0
Jane Miller,BMW3923,Hendrick Automotive,San Antonio,BMW X7,80747.68
Alex Davis,BMW6268,CarMax,Los Angeles,BMW Z4,52215.87
Katie Wilson,BMW6601,Hendrick Automotive,San Diego,BMW 3 Series,42582.33
Katie Miller,BMW9026,AutoNation,New York,BMW X7,87945.33
Sarah Jones,BMW1625,Sonic Automotive,Dallas,BMW Z4,72075.1
Jane Moore,BMW6323,Hendrick Automotive,Los Angeles,BMW X5,53173.88
John Brown,BMW7853,AutoNation,Phoenix,BMW X7,62378.91
Emily Miller,BMW8936,Hendrick Automotive,Chicago,BMW 3 Series,41669.08
Chris Williams,BMW4611,CarMax,Phoenix,BMW X3,48955.28
Laura Taylor,BMW5492,Hendrick Automotive,New York,BMW X3,49030.59
Katie Wilson,BMW4852,Group 1 Automotive,San Jose,BMW 3 Series,72016.18
John Moore,BMW3457,Sonic Automotive,San Diego,BMW 5 Series,64895.83
Sarah Moore,BMW3678,AutoNation,Los Angeles,BMW X1,48229.95
John Williams,BMW9827,Hendrick Automotive,Chicago,BMW X3,58778.49
Jane Taylor,BMW8005,CarMax,San Antonio,BMW X7,64834.2
Alex Williams,BMW3269,Lithia Motors,Philadelphia,BMW 7 Series,78760.08
Sarah Brown,BMW8417,Sonic Automotive,Dallas,BMW X7,90040.75
Emily Moore,BMW3207,Penske Automotive,San Antonio,BMW 3 Series,67825.31
Katie Johnson,BMW1534,Sonic Automotive,Dallas,BMW X1,48189.85
Chris Williams,BMW7985,Group 1 Automotive,Dallas,BMW X1,68391.81
Chris Moore,BMW5194,Hendrick Automotive,New York,BMW X7,55367.01
Emily Jones,BMW2986,CarMax,Dallas,BMW 3 Series,98355.52
Michael Davis,BMW9461,Penske Automotive,Philadelphia,BMW X7,69930.39
Jane Miller,BMW9881,Hendrick Automotive,San Diego,BMW 7 Series,53911.65
Sarah Moore,BMW4875,Penske Automotive,Philadelphia,BMW 7 Series,66822.7
Laura Brown,BMW3035,Lithia Motors,Philadelphia,BMW X1,82670.17
Chris Moore,BMW6110,Sonic Automotive,San Jose,BMW X5,45900.63
John Williams,BMW4211,Lithia Motors,San Diego,BMW Z4,79511.48
Chris Miller,BMW6191,Sonic Automotive,Philadelphia,BMW X1,53585.13
David Jones,BMW6649,AutoNation,San Diego,BMW X3,62873.47
Alex Taylor,BMW3569,Hendrick Automotive,Philadelphia,BMW 3 Series,87853.96
Katie Smith,BMW8715,AutoNation,Phoenix,BMW Z4,76327.54
Michael Miller,BMW5635,CarMax,Chicago,BMW X3,90765.9
Michael Davis,BMW7934,Sonic Automotive,Dallas,BMW Z4,87891.81
Jane Taylor,BMW3627,Group 1 Automotive,San Jose,BMW X3,63881.71
Laura Taylor,BMW6359,Penske Automotive,Houston,BMW 5 Series,69206.33
Katie Williams,BMW3590,Hendrick Automotive,Philadelphia,BMW X3,93532.53
Emily Jones,BMW7857,AutoNation,New York,BMW X7,35261.82
Chris Davis,BMW2413,AutoNation,San Jose,BMW X5,88065.23
Jane Miller,BMW6948,AutoNation,San Jose,BMW X7,58479.02
John Taylor,BMW6919,AutoNation,Phoenix,BMW X3,73274.84
Katie Smith,BMW9440,Lithia Motors,New York,BMW 7 Series,66012.37
Sarah Jones,BMW9912,AutoNation,Philadelphia,BMW X5,80953.69
Chris Johnson,BMW4944,Hendrick Automotive,Philadelphia,BMW X7,99686.44
Sarah Williams,BMW5628,Hendrick Automotive,Philadelphia,BMW X3,71751.82
Katie Wilson,BMW7713,AutoNation,Los Angeles,BMW X1,72797.39
Sarah Davis,BMW3376,CarMax,San Diego,BMW X3,43352.94
Emily Johnson,BMW8919,Penske Automotive,Phoenix,BMW 3 Series,43423.03
John Johnson,BMW3781,Lithia Motors,Los Angeles,BMW X3,52885.9
Katie Moore,BMW9238,Penske Automotive,Philadelphia,BMW X3,48707.41
David Miller,BMW6234,AutoNation,Houston,BMW X1,82180.02
Chris Moore,BMW2718,Hendrick Automotive,Phoenix,BMW 5 Series,78939.42
Katie Williams,BMW9295,Hendrick Automotive,Houston,BMW 3 Series,77404.9
Katie Smith,BMW3484,Lithia Motors,Houston,BMW Z4,59176.86
Sarah Jones,BMW5649,Group 1 Automotive,Phoenix,BMW Z4,77768.94
Chris Taylor,BMW2725,Lithia Motors,Houston,BMW 3 Series,64261.64
Alex Taylor,BMW4389,CarMax,San Antonio,BMW X3,65003.83
Michael Davis,BMW9314,Group 1 Automotive,Los Angeles,BMW X7,83955.1
Sarah Johnson,BMW3497,Sonic Automotive,San Diego,BMW Z4,83317.05
Chris Davis,BMW9289,Penske Automotive,Houston,BMW Z4,93516.93
Michael Brown,BMW5308,Group 1 Automotive,San Jose,BMW 5 Series,69558.46
Chris Moore,BMW5036,CarMax,San Jose,BMW 3 Series,89666.38
Emily Miller,BMW1134,AutoNation,Dallas,BMW Z4,93433.68
Chris Miller,BMW6229,Penske Automotive,San Antonio,BMW X3,68046.54
Emily Moore,BMW2496,Group 1 Automotive,Los Angeles,BMW 3 Series,85668.4
David Davis,BMW5486,Group 1 Automotive,New York,BMW 7 Series,71723.06
Emily Wilson,BMW7069,Hendrick Automotive,San Antonio,BMW X5,46113.7
Alex Brown,BMW9893,Group 1 Automotive,Chicago,BMW X3,48336.27
Sarah Taylor,BMW5827,AutoNation,New York,BMW X5,76871.11
Sarah Wilson,BMW3119,Sonic Automotive,Phoenix,BMW X7,66173.1
Emily Davis,BMW7366,Lithia Motors,Houston,BMW Z4,56566.86
David Wilson,BMW2132,Hendrick Automotive,San Diego,BMW 3 Series,59254.9
Katie Davis,BMW9565,AutoNation,Dallas,BMW 3 Series,86726.82
Chris Smith,BMW7723,Hendrick Automotive,San Jose,BMW X1,52368.24
Katie Taylor,BMW5287,Penske Automotive,Los Angeles,BMW 5 Series,91244.06
Emily Jones,BMW4958,CarMax,San Jose,BMW X3,95552.3
Sarah Williams,BMW3894,CarMax,Phoenix,BMW Z4,75062.3
Michael Brown,BMW9442,Sonic Automotive,San Antonio,BMW 3 Series,95352.07
Jane Moore,BMW8853,Group 1 Automotive,Houston,BMW 5 Series,93614.97
Michael Wilson,BMW4813,Hendrick Automotive,Houston,BMW X5,71689.39
David Jones,BMW3287,Group 1 Automotive,San Antonio,BMW 5 Series,98988.8
Laura Smith,BMW3643,Group 1 Automotive,San Antonio,BMW X7,37426.58
Katie Davis,BMW1903,Sonic Automotive,San Antonio,BMW X1,49593.51
Sarah Jones,BMW9330,Lithia Motors,New York,BMW 5 Series,76387.85
Katie Moore,BMW5501,Hendrick Automotive,New York,BMW 5 Series,99171.69
Alex Davis,BMW4063,Penske Automotive,Houston,BMW 5 Series,85668.03
Laura Smith,BMW7982,AutoNation,Houston,BMW X7,65214.34
John Jones,BMW9904,Group 1 Automotive,San Jose,BMW X1,39839.83
Laura Williams,BMW3989,CarMax,Dallas,BMW 7 Series,99170.55
Jane Taylor,BMW2270,Sonic Automotive,San Antonio,BMW 7 Series,59241.71
Jane Jones,BMW9321,Hendrick Automotive,New York,BMW 5 Series,95476.5
Emily Johnson,BMW4938,Hendrick Automotive,Philadelphia,BMW X3,75815.08
John Brown,BMW9151,CarMax,Philadelphia,BMW X7,43373.91
David Taylor,BMW7275,CarMax,San Diego,BMW X3,65096.7
Katie Johnson,BMW9833,Lithia Motors,New York,BMW 3 Series,84273.5
Sarah Brown,BMW5667,AutoNation,Los Angeles,BMW 3 Series,37546.34
John Miller,BMW2001,Hendrick Automotive,San Antonio,BMW 3 Series,42809.49
Emily Jones,BMW1841,Lithia Motors,Houston,BMW X3,38850.97
Michael Brown,BMW5811,Group 1 Automotive,Philadelphia,BMW X7,38682.02
Michael Moore,BMW1286,Lithia Motors,Chicago,BMW 5 Series,83579.12
Alex Moore,BMW7141,Hendrick Automotive,San Jose,BMW 5 Series,64133.48
Sarah Wilson,BMW8338,Penske Automotive,Philadelphia,BMW 5 Series,72571.29
Katie Smith,BMW3529,Hendrick Automotive,San Diego,BMW X3,42051.05
Alex Williams,BMW8745,AutoNation,San Antonio,BMW 3 Series,54471.99
Emily Taylor,BMW8331,Sonic Automotive,San Antonio,BMW 3 Series,94145.17
Laura Williams,BMW9678,Hendrick Automotive,Houston,BMW 7 Series,48088.56
Alex Smith,BMW3378,CarMax,San Jose,BMW X3,38338.69
David Taylor,BMW2548,AutoNation,Houston,BMW X1,42065.32
Laura Williams,BMW9711,Penske Automotive,Phoenix,BMW X7,45882.89
Alex Williams,BMW1918,Hendrick Automotive,San Jose,BMW 3 Series,63627.85
John Jones,BMW5990,Hendrick Automotive,Dallas,BMW X5,62095.24
David Smith,BMW2942,CarMax,Los Angeles,BMW X1,85092.01
Michael Smith,BMW9999,Group 1 Automotive,San Antonio,BMW Z4,98249.58
Laura Moore,BMW5213,Lithia Motors,Philadelphia,BMW 3 Series,47284.48
Laura Williams,BMW3684,Hendrick Automotive,San Diego,BMW 7 Series,53517.67
Laura Smith,BMW9016,Group 1 Automotive,Houston,BMW X1,42223.59
Chris Taylor,BMW3542,Hendrick Automotive,New York,BMW X7,67796.09
Michael Miller,BMW2179,Group 1 Automotive,Houston,BMW X7,50041.15
Chris Brown,BMW7949,Penske Automotive,Los Angeles,BMW Z4,50412.67
David Jones,BMW2971,AutoNation,Houston,BMW Z4,96927.37
John Taylor,BMW6591,Hendrick Automotive,Philadelphia,BMW X7,88562.4
Alex Moore,BMW5261,CarMax,Dallas,BMW X3,41075.39
Alex Taylor,BMW8921,Group 1 Automotive,Houston,BMW 7 Series,66438.27
Chris Johnson,BMW5525,Penske Automotive,New York,BMW Z4,76257.5
John Jones,BMW5928,Group 1 Automotive,Houston,BMW X5,54104.44
Alex Brown,BMW1560,Lithia Motors,Houston,BMW 3 Series,83715.5
Michael Davis,BMW1579,Lithia Motors,Dallas,BMW X7,68114.77
Chris Johnson,BMW8067,Lithia Motors,Phoenix,BMW Z4,65406.34
Katie Jones,BMW7649,CarMax,New York,BMW X7,67782.89
Alex Wilson,BMW9830,Hendrick Automotive,San Jose,BMW Z4,81237.3
Katie Moore,BMW9880,Group 1 Automotive,Los Angeles,BMW 7 Series,58226.02
Alex Johnson,BMW6157,Hendrick Automotive,San Jose,BMW X7,50328.59
David Moore,BMW7475,Group 1 Automotive,Chicago,BMW 3 Series,80515.6
Alex Johnson,BMW7046,AutoNation,Houston,BMW 5 Series,89444.93
Jane Smith,BMW9491,Lithia Motors,Philadelphia,BMW X5,37891.82
Alex Brown,BMW1932,AutoNation,Dallas,BMW X5,72534.58
Jane Williams,BMW3126,AutoNation,San Diego,BMW 7 Series,73527.29
Laura Jones,BMW9032,Group 1 Automotive,Philadelphia,BMW X1,66253.46
Alex Brown,BMW3298,Hendrick Automotive,Philadelphia,BMW 3 Series,97441.33
Laura Taylor,BMW4303,Hendrick Automotive,San Jose,BMW X7,70140.95
Sarah Smith,BMW1636,Sonic Automotive,Philadelphia,BMW 7 Series,70778.17
Emily Moore,BMW6499,Hendrick Automotive,Philadelphia,BMW X5,71152.73
Jane Brown,BMW3865,Penske Automotive,New York,BMW X1,59275.08
Alex Jones,BMW1306,Penske Automotive,Houston,BMW X7,85583.81
Katie Miller,BMW3710,Penske Automotive,Dallas,BMW 3 Series,51341.05
Alex Smith,BMW1456,Sonic Automotive,Houston,BMW 3 Series,52223.72
Sarah Smith,BMW8784,Penske Automotive,San Antonio,BMW X7,43020.15
John Miller,BMW2566,CarMax,Phoenix,BMW 5 Series,87116.23
John Brown,BMW3275,CarMax,Philadelphia,BMW X3,96528.77
David Miller,BMW6718,Group 1 Automotive,San Diego,BMW 3 Series,72070.69
Emily Wilson,BMW7071,Lithia Motors,New York,BMW Z4,76381.06
Emily Jones,BMW4402,Group 1 Automotive,Philadelphia,BMW 7 Series,77878.35
Laura Jones,BMW3911,Sonic Automotive,San Antonio,BMW 7 Series,55328.47
Sarah Brown,BMW8272,Group 1 Automotive,Dallas,BMW X3,70261.92
Michael Johnson,BMW5952,Group 1 Automotive,San Antonio,BMW X1,65038.46
David Taylor,BMW6022,CarMax,Los Angeles,BMW 7 Series,45195.98
Jane Taylor,BMW5412,Penske Automotive,Dallas,BMW Z4,39131.66
Michael Moore,BMW9067,AutoNation,San Antonio,BMW Z4,53912.5
Katie Smith,BMW7030,Lithia Motors,Phoenix,BMW X1,96834.56
Jane Jones,BMW4407,CarMax,Chicago,BMW 3 Series,43093.32
Michael Brown,BMW4345,Sonic Automotive,Phoenix,BMW 5 Series,91569.23
Emily Taylor,BMW2723,Sonic Automotive,Philadelphia,BMW X7,58176.78
Sarah Wilson,BMW6319,Penske Automotive,Dallas,BMW X1,85197.83
Katie Johnson,BMW7164,Hendrick Automotive,San Jose,BMW Z4,95835.62
Chris Davis,BMW6803,Lithia Motors,San Diego,BMW Z4,83820.17
David Wilson,BMW9402,Group 1 Automotive,San Jose,BMW 7 Series,81029.56
Sarah Johnson,BMW8826,Group 1 Automotive,San Jose,BMW X5,74001.16
Michael Smith,BMW7656,AutoNation,San Jose,BMW 5 Series,76314.99
David Davis,BMW8517,AutoNation,San Diego,BMW X7,72128.21
Chris Wilson,BMW7473,Group 1 Automotive,San Antonio,BMW Z4,79770.83
Alex Johnson,BMW9329,AutoNation,San Antonio,BMW Z4,41256.31
Laura Jones,BMW5566,AutoNation,Dallas,BMW X5,93908.14
John Wilson,BMW9340,CarMax,San Antonio,BMW 5 Series,74581.93
Emily Brown,BMW4209,CarMax,Phoenix,BMW X5,89669.03
Laura Williams,BMW5255,CarMax,New York,BMW X7,86555.54
Katie Miller,BMW7313,Group 1 Automotive,Philadelphia,BMW X5,89604.31
Michael Brown,BMW5377,Penske Automotive,San Antonio,BMW X3,83915.21
Emily Smith,BMW7455,AutoNation,New York,BMW 7 Series,46868.63
Sarah Taylor,BMW4136,CarMax,Chicago,BMW X1,79014.17
Michael Jones,BMW8908,Group 1 Automotive,Dallas,BMW X7,78815.75
Sarah Moore,BMW2757,Penske Automotive,Dallas,BMW Z4,83002.15
John Jones,BMW9463,Lithia Motors,Philadelphia,BMW 7 Series,41249.08
Sarah Wilson,BMW3582,AutoNation,Chicago,BMW 3 Series,82651.08
David Williams,BMW5765,AutoNation,Philadelphia,BMW 5 Series,78852.95
Sarah Smith,BMW4003,Penske Automotive,Dallas,BMW 7 Series,73789.45
Jane Jones,BMW7157,Sonic Automotive,Dallas,BMW 3 Series,51745.4
Alex Williams,BMW7505,Sonic Automotive,Houston,BMW X1,95075.06
Alex Davis,BMW7471,Group 1 Automotive,Dallas,BMW Z4,51735.86
Laura Williams,BMW6799,Group 1 Automotive,San Diego,BMW 3 Series,52103.73
Jane Jones,BMW8879,CarMax,Phoenix,BMW 7 Series,71407.3
Katie Wilson,BMW5966,Penske Automotive,Los Angeles,BMW X1,66635.65
Sarah Miller,BMW8760,Lithia Motors,San Jose,BMW X1,37282.98
Sarah Jones,BMW6267,Sonic Automotive,Philadelphia,BMW X1,61253.96
Sarah Davis,BMW5420,Group 1 Automotive,San Jose,BMW X3,58599.61
John Moore,BMW9778,AutoNation,Phoenix,BMW X3,69468.17
Sarah Jones,BMW3039,Penske Automotive,Chicago,BMW X5,82321.83
Chris Brown,BMW5601,Penske Automotive,Dallas,BMW 7 Series,72485.84
David Johnson,BMW8235,Lithia Motors,Los Angeles,BMW X1,97087.11
Laura Brown,BMW5477,Penske Automotive,Chicago,BMW 7 Series,94135.32
Jane Williams,BMW4688,Group 1 Automotive,Dallas,BMW 3 Series,79618.96
Emily Davis,BMW4527,Penske Automotive,San Antonio,BMW 7 Series,48413.61
David Johnson,BMW6288,CarMax,San Antonio,BMW X7,91574.21
Jane Davis,BMW8948,CarMax,Houston,BMW X5,54833.32
Emily Davis,BMW2049,Penske Automotive,San Antonio,BMW X7,36098.22
Chris Smith,BMW4427,Penske Automotive,Dallas,BMW X3,42757.68
Alex Brown,BMW9634,Group 1 Automotive,Phoenix,BMW X1,54180.87
John Brown,BMW9454,AutoNation,Los Angeles,BMW 5 Series,64159.6
Michael Wilson,BMW2351,AutoNation,San Diego,BMW 5 Series,88861.44
Laura Jones,BMW7902,AutoNation,Los Angeles,BMW 7 Series,80272.07
Michael Miller,BMW9045,Hendrick Automotive,Houston,BMW X7,59605.64
Jane Wilson,BMW9872,CarMax,Phoenix,BMW X1,54639.73
Sarah Johnson,BMW4557,Sonic Automotive,San Jose,BMW 7 Series,65257.1
Michael Wilson,BMW8637,Lithia Motors,Los Angeles,BMW 3 Series,96932.59
Emily Jones,BMW6627,AutoNation,Phoenix,BMW X1,71582.39
Katie Smith,BMW9120,Penske Automotive,New York,BMW 7 Series,66064.39
Emily Jones,BMW4248,Penske Automotive,New York,BMW 7 Series,39151.12
John Williams,BMW4684,Penske Automotive,San Antonio,BMW X7,47709.03
Chris Smith,BMW1500,Group 1 Automotive,Phoenix,BMW 7 Series,76248.74
Jane Brown,BMW5670,Penske Automotive,Los Angeles,BMW X7,91968.85
Laura Jones,BMW3227,Hendrick Automotive,New York,BMW 7 Series,83670.15
David Smith,BMW9718,Group 1 Automotive,San Diego,BMW X5,50515.24
John Johnson,BMW3436,CarMax,Phoenix,BMW X3,56135.48
David Jones,BMW8291,Group 1 Automotive,San Diego,BMW Z4,96170.95
Sarah Miller,BMW7010,Sonic Automotive,San Diego,BMW X3,37865.87
Laura Brown,BMW6522,AutoNation,Los Angeles,BMW 3 Series,45104.31
Sarah Williams,BMW3644,AutoNation,Los Angeles,BMW X5,37759.01
Michael Wilson,BMW2429,Group 1 Automotive,San Antonio,BMW X7,43729.08
Katie Johnson,BMW7268,Penske Automotive,San Jose,BMW X1,85176.0
Katie Davis,BMW8080,CarMax,New York,BMW X3,35633.31
Alex Smith,BMW2218,Sonic Automotive,Philadelphia,BMW 7 Series,80820.2
Emily Taylor,BMW3893,Sonic Automotive,Philadelphia,BMW 5 Series,69953.18
Sarah Williams,BMW7986,Hendrick Automotive,San Diego,BMW X3,38182.17
David Smith,BMW9279,Lithia Motors,Philadelphia,BMW 3 Series,76314.07
Katie Williams,BMW8260,AutoNation,San Antonio,BMW 3 Series,91798.66
Chris Smith,BMW6705,Group 1 Automotive,Phoenix,BMW 3 Series,89853.42
John Taylor,BMW7156,CarMax,San Jose,BMW X1,35508.06
Michael Moore,BMW8636,Penske Automotive,Dallas,BMW X1,65120.46
Alex Taylor,BMW5880,Hendrick Automotive,Houston,BMW X3,96964.4
Jane Taylor,BMW6917,CarMax,Dallas,BMW X5,40645.14
Jane Taylor,BMW9227,Group 1 Automotive,New York,BMW X3,77061.65
Katie Miller,BMW6511,Sonic Automotive,Phoenix,BMW 5 Series,73082.37
Katie Miller,BMW4887,Lithia Motors,Phoenix,BMW 5 Series,42734.79
Katie Williams,BMW9704,Lithia Motors,San Jose,BMW 5 Series,72927.58
Alex Miller,BMW6689,Penske Automotive,Philadelphia,BMW X1,70179.28
Emily Taylor,BMW8158,Lithia Motors,Chicago,BMW 5 Series,61656.87
John Miller,BMW6435,Group 1 Automotive,San Diego,BMW X3,81786.01
David Jones,BMW2666,CarMax,San Diego,BMW X1,63464.86
Emily Taylor,BMW4876,Sonic Automotive,Phoenix,BMW X1,37303.63
Chris Jones,BMW3902,CarMax,San Jose,BMW X5,46687.7
Alex Williams,BMW1138,Hendrick Automotive,Los Angeles,BMW 3 Series,88311.21
Katie Miller,BMW9343,AutoNation,New York,BMW X5,91456.61
David Taylor,BMW5722,CarMax,New York,BMW X7,49195.12
John Jones,BMW9917,Group 1 Automotive,San Jose,BMW X7,72455.86
Alex Brown,BMW9960,Group 1 Automotive,Philadelphia,BMW Z4,39335.57
Katie Moore,BMW2344,Group 1 Automotive,Phoenix,BMW X3,69987.45
Alex Brown,BMW6862,CarMax,Phoenix,BMW Z4,75753.96
Alex Brown,BMW9381,Sonic Automotive,Philadelphia,BMW 3 Series,74207.32
Katie Davis,BMW7157,Hendrick Automotive,New York,BMW 5 Series,66195.02
Chris Johnson,BMW2304,AutoNation,Philadelphia,BMW 5 Series,64236.46
Sarah Johnson,BMW7838,Sonic Automotive,Los Angeles,BMW X1,62537.83
Katie Jones,BMW6000,Group 1 Automotive,Dallas,BMW Z4,90849.13
Laura Brown,BMW8913,Penske Automotive,Los Angeles,BMW 7 Series,40931.41
Michael Moore,BMW4832,CarMax,Dallas,BMW X5,64490.82
Katie Wilson,BMW1521,CarMax,San Diego,BMW X5,44293.73
Emily Miller,BMW9891,Sonic Automotive,Houston,BMW X3,51818.98
Alex Johnson,BMW8851,Hendrick Automotive,San Jose,BMW 3 Series,62817.09
John Johnson,BMW1098,Penske Automotive,San Jose,BMW 5 Series,56029.25
Jane Johnson,BMW7840,AutoNation,San Antonio,BMW X3,74815.33
Katie Taylor,BMW6152,Lithia Motors,Houston,BMW X5,51409.12
Sarah Smith,BMW1252,Lithia Motors,San Jose,BMW 5 Series,96585.8
Jane Taylor,BMW5653,CarMax,Los Angeles,BMW X1,68452.89
Laura Taylor,BMW6402,Hendrick Automotive,San Antonio,BMW X1,80814.51
Chris Wilson,BMW6095,Hendrick Automotive,San Antonio,BMW X7,92591.79
David Wilson,BMW8606,Hendrick Automotive,San Diego,BMW 3 Series,73486.63
Chris Jones,BMW5446,Hendrick Automotive,Phoenix,BMW X3,94948.01
Katie Jones,BMW7528,Group 1 Automotive,Phoenix,BMW Z4,67578.97
John Brown,BMW4413,Group 1 Automotive,San Jose,BMW X1,75457.72
Laura Wilson,BMW6282,Hendrick Automotive,San Antonio,BMW 7 Series,89852.79
Emily Miller,BMW6615,Lithia Motors,Dallas,BMW Z4,80884.92
Katie Taylor,BMW2593,AutoNation,San Diego,BMW 5 Series,36556.94
Jane Wilson,BMW8119,Hendrick Automotive,San Jose,BMW X3,37557.31
Michael Miller,BMW9539,Lithia Motors,Dallas,BMW X3,55602.64
Laura Miller,BMW4819,CarMax,New York,BMW X7,94160.95
Chris Williams,BMW2421,Hendrick Automotive,Phoenix,BMW X5,52775.59
Michael Smith,BMW3296,Lithia Motors,Los Angeles,BMW X7,54821.79
Laura Miller,BMW9590,CarMax,Los Angeles,BMW X1,75301.69
Katie Brown,BMW8234,Group 1 Automotive,San Diego,BMW Z4,70716.95
Emily Smith,BMW9768,Penske Automotive,Philadelphia,BMW X7,74821.1
